year_region,CF_PV,perc_PV,CF_WT,perc_WT
DE92-2006,0.111943604,0.22,0.208994749,0.45
DE92-2007,0.112084707,0.22,0.237272146,0.59
DE92-2008,0.11191328,0.22,0.229953666,0.55
DE92-2009,0.11504534,0.30,0.198232648,0.39
DE92-2010,0.111737927,0.22,0.174477397,0.27
DE92-2011,0.1229772,0.50,0.225613813,0.53
DE92-2012,0.111867863,0.22,0.205616234,0.43
DE92-2013,0.103608443,0.09,0.198848516,0.39
DE92-2014,0.11529862,0.30,0.204242009,0.42
DE92-2015,0.117788468,0.37,0.232764498,0.57
DE93-1986,0.112549795,0.23,0.247869406,0.63
DE93-1987,0.10448526,0.10,0.215676826,0.48
DE93-1988,0.104920683,0.11,0.270506148,0.70
DE93-1989,0.11733853,0.36,0.232419521,0.57
DE93-1990,0.111685122,0.21,0.281250457,0.73
DE93-1991,0.118343824,0.39,0.227116667,0.54
DE93-1992,0.11640177,0.33,0.251031535,0.64
DE93-1993,0.107447395,0.14,0.244993151,0.62
DE93-1994,0.11235266,0.23,0.267273174,0.69
DE93-1995,0.115334365,0.30,0.250734361,0.64
DE93-1996,0.108301565,0.15,0.211270833,0.46
DE93-1997,0.117183919,0.35,0.218937443,0.50
DE93-1998,0.099678498,0.05,0.262014269,0.68
DE93-1999,0.11705259,0.35,0.237336758,0.59
DE93-2000,0.108350632,0.15,0.255870105,0.66
DE93-2001,0.107244548,0.14,0.210153881,0.45
DE93-2002,0.109471196,0.17,0.239324543,0.60
DE93-2003,0.125926957,0.56,0.191440639,0.36
DE93-2004,0.112140283,0.22,0.224953097,0.53
DE93-2005,0.113820597,0.26,0.214443493,0.47
DE93-2006,0.10798422,0.15,0.215252511,0.48
DE93-2007,0.111182432,0.20,0.256030137,0.66
DE93-2008,0.110205278,0.18,0.24634005,0.62
DE93-2009,0.115365742,0.30,0.211754338,0.46
DE93-2010,0.110936355,0.20,0.198168607,0.39
DE93-2011,0.116902108,0.35,0.243844863,0.61
DE93-2012,0.107037465,0.14,0.223047928,0.52
DE93-2013,0.103079354,0.08,0.215981507,0.49
DE93-2014,0.114829733,0.29,0.224225228,0.52
DE93-2015,0.113844811,0.27,0.249526712,0.63
DE94-1986,0.114544114,0.28,0.319740525,0.84
DE94-1987,0.105914195,0.12,0.273548516,0.71
DE94-1988,0.104768333,0.11,0.343077755,0.88
DE94-1989,0.116271594,0.33,0.297679224,0.78
DE94-1990,0.113810424,0.26,0.348586986,0.89
DE94-1991,0.118547651,0.39,0.287834475,0.75
DE94-1992,0.115396882,0.31,0.314401639,0.82
DE94-1993,0.106433969,0.13,0.301619863,0.79
DE94-1994,0.111135949,0.20,0.320534703,0.84
DE94-1995,0.117954021,0.38,0.314613356,0.82
DE94-1996,0.109714754,0.17,0.280112933,0.73
DE94-1997,0.115587629,0.31,0.277777626,0.72
DE94-1998,0.099313576,0.05,0.335114612,0.86
DE94-1999,0.116919061,0.35,0.316007078,0.82
DE94-2000,0.106592051,0.13,0.335389572,0.87
DE94-2001,0.108555421,0.16,0.279580594,0.73
DE94-2002,0.111379228,0.21,0.301555708,0.79
DE94-2003,0.127440027,0.58,0.25027637,0.64
DE94-2004,0.115258866,0.30,0.295090733,0.77
DE94-2005,0.114520378,0.28,0.286359589,0.74
DE94-2006,0.108512026,0.16,0.291597717,0.76
DE94-2007,0.111165823,0.20,0.3230879,0.84
DE94-2008,0.109871675,0.18,0.318793602,0.83
DE94-2009,0.114723474,0.29,0.285155365,0.74
DE94-2010,0.11190374,0.22,0.252306393,0.64
DE94-2011,0.117312322,0.36,0.305668493,0.80
DE94-2012,0.108024561,0.15,0.286850068,0.74
DE94-2013,0.103950962,0.09,0.282560845,0.73
DE94-2014,0.115067614,0.30,0.291690068,0.76
DE94-2015,0.11565245,0.31,0.316002511,0.82
DEA1-1986,0.120741936,0.45,0.247936073,0.63
DEA1-1987,0.109269508,0.17,0.199023402,0.40
DEA1-1988,0.108618135,0.16,0.245662796,0.62
DEA1-1989,0.121412332,0.47,0.201696804,0.41
DEA1-1990,0.118039209,0.38,0.25991347,0.67
DEA1-1991,0.121119647,0.46,0.20387226,0.42
DEA1-1992,0.118491627,0.39,0.227877618,0.54
DEA1-1993,0.115837297,0.32,0.226937443,0.54
DEA1-1994,0.114958473,0.29,0.2482871,0.63
DEA1-1995,0.118042739,0.38,0.233906849,0.57
DEA1-1996,0.113986744,0.27,0.19267179,0.36
DEA1-1997,0.120674849,0.45,0.207100342,0.44
DEA1-1998,0.101921427,0.07,0.25261153,0.64
DEA1-1999,0.119959412,0.43,0.246041324,0.62
DEA1-2000,0.110072317,0.18,0.254258424,0.65
DEA1-2001,0.113884049,0.27,0.209439155,0.45
DEA1-2002,0.114257104,0.27,0.228024087,0.54
DEA1-2003,0.137197616,0.67,0.179540068,0.29
DEA1-2004,0.11718318,0.35,0.215770492,0.48
DEA1-2005,0.119241817,0.41,0.192764155,0.36
DEA1-2006,0.114949156,0.29,0.218569749,0.50
DEA1-2007,0.115042643,0.30,0.232379795,0.56
DEA1-2008,0.112591199,0.24,0.221726434,0.51
DEA1-2009,0.116519422,0.34,0.20420742,0.42
DEA1-2010,0.115088598,0.30,0.168978995,0.24
DEA1-2011,0.126487151,0.57,0.210740982,0.46
DEA1-2012,0.11400437,0.27,0.203050546,0.41
DEA1-2013,0.105469696,0.12,0.198863927,0.39
DEA1-2014,0.117689483,0.37,0.206364041,0.43
DEA1-2015,0.122184177,0.48,0.231593265,0.56
DEA2-1986,0.120895437,0.46,0.212715411,0.47
DEA2-1987,0.108528317,0.16,0.171430479,0.25
DEA2-1988,0.10936349,0.17,0.211600068,0.46
DEA2-1989,0.122830452,0.50,0.171348516,0.25
DEA2-1990,0.119536813,0.42,0.221083105,0.51
DEA2-1991,0.123049055,0.50,0.174979452,0.27
DEA2-1992,0.119338857,0.41,0.193948429,0.37
DEA2-1993,0.116646449,0.34,0.200140183,0.40
DEA2-1994,0.115480925,0.31,0.217706393,0.49
DEA2-1995,0.115637363,0.31,0.203832078,0.42
DEA2-1996,0.113110668,0.25,0.163390938,0.21
DEA2-1997,0.121508898,0.47,0.179246804,0.29
DEA2-1998,0.104855709,0.11,0.22163653,0.51
DEA2-1999,0.12009438,0.44,0.214300228,0.47
DEA2-2000,0.111051325,0.20,0.217172928,0.49
DEA2-2001,0.114677326,0.29,0.182644064,0.31
DEA2-2002,0.112488992,0.23,0.201825228,0.41
DEA2-2003,0.138466524,0.68,0.156644178,0.19
DEA2-2004,0.117529584,0.36,0.187983948,0.34
DEA2-2005,0.117332148,0.36,0.163399087,0.21
DEA2-2006,0.11616133,0.32,0.188538927,0.34
DEA2-2007,0.115976655,0.32,0.203183447,0.41
DEA2-2008,0.111831477,0.22,0.191323429,0.36
DEA2-2009,0.115952524,0.32,0.176950799,0.28
DEA2-2010,0.11463014,0.29,0.147318836,0.15
DEA2-2011,0.128021575,0.59,0.180303767,0.30
DEA2-2012,0.114331176,0.28,0.178841872,0.29
DEA2-2013,0.105088322,0.11,0.169973858,0.25
DEA2-2014,0.119407732,0.42,0.180094863,0.30
DEA2-2015,0.122983993,0.50,0.199840753,0.40
DEA3-1986,0.117766172,0.37,0.231494064,0.56
DEA3-1987,0.108295656,0.15,0.184743037,0.32
DEA3-1988,0.107278714,0.14,0.234804303,0.58
DEA3-1989,0.11949841,0.42,0.194368265,0.37
DEA3-1990,0.117002209,0.35,0.251124543,0.64
DEA3-1991,0.120430371,0.44,0.190444064,0.35
DEA3-1992,0.117040608,0.35,0.214476662,0.48
DEA3-1993,0.112339387,0.23,0.210437785,0.45
DEA3-1994,0.112891213,0.24,0.232092237,0.56
DEA3-1995,0.118559669,0.39,0.220176712,0.50
DEA3-1996,0.112819037,0.24,0.179481102,0.29
DEA3-1997,0.119082475,0.41,0.191231963,0.35
DEA3-1998,0.100364699,0.06,0.23614121,0.58
DEA3-1999,0.119319558,0.41,0.226973174,0.54
DEA3-2000,0.110306495,0.19,0.238338229,0.59
DEA3-2001,0.111988212,0.22,0.191506849,0.36
DEA3-2002,0.111270969,0.20,0.211039155,0.46
DEA3-2003,0.134062153,0.65,0.165121005,0.22
DEA3-2004,0.116328388,0.33,0.199046903,0.40
DEA3-2005,0.117012766,0.35,0.179655251,0.29
DEA3-2006,0.113417652,0.25,0.200468836,0.40
DEA3-2007,0.112888395,0.24,0.216205594,0.49
DEA3-2008,0.112267055,0.23,0.209213001,0.45
DEA3-2009,0.115768041,0.32,0.186237215,0.33
DEA3-2010,0.112456048,0.23,0.152813813,0.17
DEA3-2011,0.124264734,0.53,0.199836187,0.40
DEA3-2012,0.112627708,0.24,0.187549863,0.34
DEA3-2013,0.104254089,0.10,0.183464384,0.31
DEA3-2014,0.115449989,0.31,0.189589384,0.35
DEA3-2015,0.119662917,0.42,0.217479795,0.49
DEA4-1986,0.114725906,0.29,0.192918607,0.36
DEA4-1987,0.103778041,0.09,0.158494406,0.19
DEA4-1988,0.106002653,0.12,0.203970287,0.42
DEA4-1989,0.119488174,0.42,0.16835879,0.24
DEA4-1990,0.115297213,0.30,0.215669292,0.48
DEA4-1991,0.119898271,0.43,0.162033676,0.20
DEA4-1992,0.115555025,0.31,0.182949226,0.31
DEA4-1993,0.111466659,0.21,0.183042808,0.31
DEA4-1994,0.113757112,0.26,0.204089155,0.42
DEA4-1995,0.113253111,0.25,0.191782877,0.36
DEA4-1996,0.10645256,0.13,0.147360087,0.15
DEA4-1997,0.118116916,0.38,0.162692009,0.21
DEA4-1998,0.098766885,0.05,0.204190183,0.42
DEA4-1999,0.118221709,0.38,0.189384817,0.34
DEA4-2000,0.110161836,0.18,0.197698657,0.39
DEA4-2001,0.10872949,0.16,0.162473174,0.21
DEA4-2002,0.108703284,0.16,0.180991781,0.30
DEA4-2003,0.12997388,0.61,0.14108984,0.12
DEA4-2004,0.113209646,0.25,0.169255806,0.24
DEA4-2005,0.113887687,0.27,0.152193379,0.17
DEA4-2006,0.111969009,0.22,0.166915753,0.23
DEA4-2007,0.110096656,0.18,0.18802774,0.34
DEA4-2008,0.110827979,0.20,0.179113046,0.29
DEA4-2009,0.11252274,0.23,0.154821461,0.18
DEA4-2010,0.110698513,0.19,0.132206279,0.08
DEA4-2011,0.125060317,0.54,0.175308105,0.27
DEA4-2012,0.111284665,0.21,0.162611339,0.21
DEA4-2013,0.101795251,0.07,0.155247032,0.18
DEA4-2014,0.1146831,0.29,0.159926256,0.20
DEA4-2015,0.118202474,0.38,0.185068836,0.32
DEA5-1986,0.113715137,0.26,0.247936073,0.63
DEA5-1987,0.103240158,0.09,0.199023402,0.40
DEA5-1988,0.103831741,0.09,0.245662796,0.62
DEA5-1989,0.118256595,0.38,0.201696804,0.41
DEA5-1990,0.113512311,0.26,0.25991347,0.67
DEA5-1991,0.117627378,0.37,0.20387226,0.42
DEA5-1992,0.114978819,0.29,0.227877618,0.54
DEA5-1993,0.111181013,0.20,0.226937443,0.54
DEA5-1994,0.110454389,0.19,0.2482871,0.63
DEA5-1995,0.109765613,0.18,0.233906849,0.57
DEA5-1996,0.109834442,0.18,0.19267179,0.36
DEA5-1997,0.116145333,0.32,0.207100342,0.44
DEA5-1998,0.096989866,0.04,0.25261153,0.64
DEA5-1999,0.115076667,0.30,0.246041324,0.62
DEA5-2000,0.105844028,0.12,0.254258424,0.65
DEA5-2001,0.106984554,0.14,0.209439155,0.45
DEA5-2002,0.10555737,0.12,0.228024087,0.54
DEA5-2003,0.131081266,0.62,0.179540068,0.29
DEA5-2004,0.111290283,0.21,0.215770492,0.48
DEA5-2005,0.11210347,0.22,0.192764155,0.36
DEA5-2006,0.111190774,0.20,0.218569749,0.50
DEA5-2007,0.10993472,0.18,0.232379795,0.56
DEA5-2008,0.106301456,0.13,0.221726434,0.51
DEA5-2009,0.109068692,0.16,0.20420742,0.42
DEA5-2010,0.108494461,0.16,0.168978995,0.24
DEA5-2011,0.123091784,0.50,0.210740982,0.46
DEA5-2012,0.10943339,0.17,0.203050546,0.41
DEA5-2013,0.099808122,0.06,0.198863927,0.39
DEA5-2014,0.110923234,0.20,0.206364041,0.43
DEA5-2015,0.116877363,0.34,0.231593265,0.56
DEB1-1986,0.120628468,0.45,0.150111986,0.16
DEB1-1987,0.110172618,0.18,0.122300913,0.05
DEB1-1988,0.111104168,0.20,0.156509677,0.19
DEB1-1989,0.121318483,0.47,0.117297717,0.04
DEB1-1990,0.120550279,0.45,0.150178311,0.16
DEB1-1991,0.126280248,0.56,0.122688927,0.05
DEB1-1992,0.121032993,0.46,0.133566371,0.09
DEB1-1993,0.11639282,0.33,0.150219292,0.16
DEB1-1994,0.116797668,0.34,0.157121005,0.19
DEB1-1995,0.114188475,0.27,0.150690982,0.16
DEB1-1996,0.113027206,0.24,0.110692964,0.03
DEB1-1997,0.125039235,0.54,0.12497089,0.06
DEB1-1998,0.108525146,0.16,0.159534018,0.20
DEB1-1999,0.120281932,0.44,0.15352637,0.17
DEB1-2000,0.112734163,0.24,0.146290187,0.14
DEB1-2001,0.116287717,0.33,0.134385046,0.09
DEB1-2002,0.114263939,0.28,0.150040868,0.16
DEB1-2003,0.140795281,0.70,0.111999543,0.03
DEB1-2004,0.120334756,0.44,0.136613502,0.10
DEB1-2005,0.118851473,0.40,0.113019635,0.03
DEB1-2006,0.11798429,0.38,0.133716781,0.09
DEB1-2007,0.119813809,0.43,0.156417237,0.19
DEB1-2008,0.111290434,0.21,0.139476093,0.11
DEB1-2009,0.116703076,0.34,0.126030708,0.06
DEB1-2010,0.116503607,0.34,0.11229258,0.03
DEB1-2011,0.128215735,0.59,0.121363128,0.05
DEB1-2012,0.1182518,0.38,0.132098247,0.08
DEB1-2013,0.106509605,0.13,0.121369863,0.05
DEB1-2014,0.118547445,0.39,0.118535731,0.04
DEB1-2015,0.121106647,0.46,0.137849886,0.11
DEB2-1986,0.120302966,0.44,0.162818607,0.21
DEB2-1987,0.110837971,0.20,0.131137443,0.08
DEB2-1988,0.111727812,0.21,0.163905055,0.21
DEB2-1989,0.123167239,0.51,0.125034132,0.06
DEB2-1990,0.119224812,0.41,0.161028539,0.20
DEB2-1991,0.126353419,0.56,0.130524429,0.08
DEB2-1992,0.118179356,0.38,0.145307149,0.14
DEB2-1993,0.115222438,0.30,0.161986073,0.20
DEB2-1994,0.113234217,0.25,0.166584817,0.23
DEB2-1995,0.113903523,0.27,0.158748288,0.19
DEB2-1996,0.114529883,0.28,0.120054076,0.05
DEB2-1997,0.125214516,0.54,0.134221461,0.09
DEB2-1998,0.107251096,0.14,0.170914155,0.25
DEB2-1999,0.118077543,0.38,0.165752169,0.22
DEB2-2000,0.110978583,0.20,0.156870219,0.19
DEB2-2001,0.116325551,0.33,0.145069521,0.14
DEB2-2002,0.114359388,0.28,0.164058904,0.21
DEB2-2003,0.140982553,0.70,0.120846233,0.05
DEB2-2004,0.119129055,0.41,0.145146061,0.14
DEB2-2005,0.117973553,0.38,0.11714395,0.04
DEB2-2006,0.117660586,0.37,0.143141096,0.13
DEB2-2007,0.120394371,0.44,0.164341667,0.22
DEB2-2008,0.108467906,0.16,0.149146175,0.15
DEB2-2009,0.116075131,0.32,0.13317911,0.09
DEB2-2010,0.116514815,0.34,0.118317352,0.04
DEB2-2011,0.127819457,0.58,0.129163356,0.07
DEB2-2012,0.116401154,0.33,0.140754668,0.12
DEB2-2013,0.105149038,0.11,0.126853425,0.07
DEB2-2014,0.117539072,0.36,0.127268721,0.07
DEB2-2015,0.119365939,0.42,0.148517123,0.15
DEB3-1986,0.124806913,0.54,0.164788584,0.22
DEB3-1987,0.117812323,0.37,0.138146804,0.11
DEB3-1988,0.118478674,0.39,0.170727459,0.25
DEB3-1989,0.124502664,0.53,0.12693242,0.07
DEB3-1990,0.128567225,0.59,0.16120137,0.20
DEB3-1991,0.132784272,0.64,0.136269635,0.10
DEB3-1992,0.126995977,0.57,0.148911088,0.15
DEB3-1993,0.119146529,0.41,0.166128995,0.23
DEB3-1994,0.121877983,0.48,0.174738356,0.27
DEB3-1995,0.119691313,0.42,0.166108562,0.23
DEB3-1996,0.120605428,0.45,0.120319672,0.05
DEB3-1997,0.131350054,0.62,0.134405594,0.09
DEB3-1998,0.116822724,0.34,0.176521689,0.27
DEB3-1999,0.126425719,0.56,0.171673174,0.25
DEB3-2000,0.12109542,0.46,0.154478256,0.18
DEB3-2001,0.123702347,0.52,0.153718493,0.17
DEB3-2002,0.121613959,0.47,0.167876941,0.24
DEB3-2003,0.148660749,0.75,0.124792352,0.06
DEB3-2004,0.126698689,0.57,0.152644809,0.17
DEB3-2005,0.126250511,0.56,0.123519635,0.06
DEB3-2006,0.125416177,0.55,0.149352626,0.15
DEB3-2007,0.128636694,0.60,0.176486644,0.27
DEB3-2008,0.119109545,0.41,0.155583447,0.18
DEB3-2009,0.125092879,0.54,0.138673402,0.11
DEB3-2010,0.121227458,0.46,0.128695434,0.07
DEB3-2011,0.134939175,0.65,0.13251153,0.08
DEB3-2012,0.129744246,0.61,0.148536316,0.15
DEB3-2013,0.111395596,0.21,0.132980936,0.09
DEB3-2014,0.12693291,0.57,0.12373516,0.06
DEB3-2015,0.127557368,0.58,0.148565068,0.15
DED2-1986,0.119043014,0.41,0.189439155,0.35
DED2-1987,0.107067331,0.14,0.164667009,0.22
DED2-1988,0.112440011,0.23,0.210033128,0.45
DED2-1989,0.122637316,0.49,0.176588584,0.28
DED2-1990,0.121216683,0.46,0.210874087,0.46
DED2-1991,0.1228289,0.50,0.165636758,0.22
DED2-1992,0.127409679,0.58,0.192693648,0.36
DED2-1993,0.117610914,0.37,0.203990868,0.42
DED2-1994,0.116937368,0.35,0.213954566,0.47
DED2-1995,0.11427478,0.28,0.201318379,0.40
DED2-1996,0.107758973,0.15,0.141838342,0.12
DED2-1997,0.121020137,0.46,0.173447603,0.26
DED2-1998,0.108507158,0.16,0.217384132,0.49
DED2-1999,0.115922349,0.32,0.185502055,0.33
DED2-2000,0.11757011,0.36,0.188029485,0.34
DED2-2001,0.106104057,0.12,0.164600342,0.22
DED2-2002,0.113747223,0.26,0.188839726,0.34
DED2-2003,0.130258855,0.61,0.151093037,0.16
DED2-2004,0.11690466,0.35,0.180521061,0.30
DED2-2005,0.122107249,0.48,0.163760959,0.21
DED2-2006,0.121047388,0.46,0.1612371,0.20
DED2-2007,0.12089472,0.46,0.204135274,0.42
DED2-2008,0.113353363,0.25,0.186016507,0.33
DED2-2009,0.115310811,0.30,0.155634475,0.18
DED2-2010,0.113790328,0.26,0.153092237,0.17
DED2-2011,0.131965039,0.63,0.176075685,0.27
DED2-2012,0.120545383,0.45,0.172118056,0.25
DED2-2013,0.102785005,0.08,0.15116895,0.16
DED2-2014,0.118371942,0.39,0.148988128,0.15
DED2-2015,0.128159048,0.59,0.183571575,0.31
DEF0-1986,0.110404457,0.19,0.34670137,0.88
DEF0-1987,0.105643201,0.12,0.302293836,0.79
DEF0-1988,0.105890223,0.12,0.372651298,0.92
DEF0-1989,0.116295469,0.33,0.339518607,0.87
DEF0-1990,0.111557534,0.21,0.380684703,0.93
DEF0-1991,0.116964692,0.35,0.328128881,0.85
DEF0-1992,0.119840085,0.43,0.356718352,0.90
DEF0-1993,0.107749666,0.15,0.351285388,0.89
DEF0-1994,0.112808483,0.24,0.367963356,0.92
DEF0-1995,0.11720963,0.35,0.348103196,0.89
DEF0-1996,0.111275713,0.20,0.303876138,0.79
DEF0-1997,0.116203183,0.33,0.312353082,0.81
DEF0-1998,0.101452796,0.07,0.371394521,0.92
DEF0-1999,0.116167393,0.32,0.329403311,0.85
DEF0-2000,0.105456572,0.12,0.359086179,0.90
DEF0-2001,0.107795889,0.15,0.30213379,0.79
DEF0-2002,0.11213946,0.22,0.329096233,0.85
DEF0-2003,0.125560902,0.55,0.279926027,0.73
DEF0-2004,0.113325931,0.25,0.328739299,0.85
DEF0-2005,0.117058061,0.35,0.321424087,0.84
DEF0-2006,0.107007218,0.14,0.310360959,0.81
DEF0-2007,0.112481718,0.23,0.362849315,0.91
DEF0-2008,0.110899945,0.20,0.354636612,0.90
DEF0-2009,0.115527212,0.31,0.316481164,0.83
DEF0-2010,0.112416551,0.23,0.296192123,0.77
DEF0-2011,0.115103195,0.30,0.353184932,0.89
DEF0-2012,0.105560812,0.12,0.338197291,0.87
DEF0-2013,0.105178148,0.11,0.319504566,0.83
DEF0-2014,0.117480403,0.36,0.34157226,0.88
DEF0-2015,0.113599098,0.26,0.366656507,0.91
DEG0-1986,0.115926808,0.32,0.176513584,0.27
DEG0-1987,0.107597282,0.15,0.143273744,0.13
DEG0-1988,0.109954575,0.18,0.187572063,0.34
DEG0-1989,0.12235551,0.49,0.152063356,0.17
DEG0-1990,0.120848848,0.46,0.189055137,0.34
DEG0-1991,0.124022936,0.52,0.147322603,0.15
DEG0-1992,0.121426225,0.47,0.168559882,0.24
DEG0-1993,0.116561063,0.34,0.179738699,0.29
DEG0-1994,0.119140576,0.41,0.192849315,0.36
DEG0-1995,0.111280309,0.20,0.180955365,0.30
DEG0-1996,0.103710294,0.09,0.1284227,0.07
DEG0-1997,0.119396926,0.42,0.150407648,0.16
DEG0-1998,0.104108671,0.10,0.192592237,0.36
DEG0-1999,0.114626586,0.28,0.177711758,0.28
DEG0-2000,0.116669589,0.34,0.176444217,0.27
DEG0-2001,0.110847824,0.20,0.156361187,0.19
DEG0-2002,0.109778607,0.18,0.171277283,0.25
DEG0-2003,0.131268342,0.62,0.132286758,0.08
DEG0-2004,0.116672346,0.34,0.160136043,0.20
DEG0-2005,0.116936545,0.35,0.144652626,0.14
DEG0-2006,0.116648974,0.34,0.152600342,0.17
DEG0-2007,0.117008118,0.35,0.185151027,0.32
DEG0-2008,0.111331692,0.21,0.167298042,0.23
DEG0-2009,0.111580788,0.21,0.142853082,0.13
DEG0-2010,0.114076361,0.27,0.13273379,0.08
DEG0-2011,0.132420765,0.63,0.157916438,0.19
DEG0-2012,0.117205501,0.35,0.155504554,0.18
DEG0-2013,0.1020179,0.07,0.143282534,0.13
DEG0-2014,0.117166094,0.35,0.138497717,0.11
DEG0-2015,0.122806382,0.50,0.166394292,0.23
EL30-1986,0.190084073,0.97,0.242433105,0.61
EL30-1987,0.181289671,0.92,0.235690411,0.58
EL30-1988,0.181983434,0.93,0.21465551,0.48
EL30-1989,0.191205682,0.97,0.242989155,0.61
EL30-1990,0.191766183,0.97,0.232174201,0.56
EL30-1991,0.180514847,0.92,0.253750799,0.65
EL30-1992,0.188992478,0.96,0.264218921,0.68
EL30-1993,0.193133452,0.98,0.248432877,0.63
EL30-1994,0.188953581,0.96,0.250816553,0.64
EL30-1995,0.186582208,0.95,0.217714954,0.49
EL30-1996,0.172596456,0.89,0.227355077,0.54
EL30-1997,0.185690242,0.95,0.235752169,0.58
EL30-1998,0.186653017,0.95,0.23399258,0.57
EL30-1999,0.188465008,0.96,0.194053881,0.37
EL30-2000,0.192310161,0.97,0.232386726,0.56
EL30-2001,0.186848645,0.95,0.25788105,0.66
EL30-2002,0.18294676,0.93,0.1745379,0.27
EL30-2003,0.177185023,0.90,0.274820205,0.71
EL30-2004,0.182685901,0.93,0.242872837,0.61
EL30-2005,0.184159147,0.94,0.221239041,0.51
EL30-2006,0.185446205,0.95,0.254215868,0.65
EL30-2007,0.192835953,0.98,0.217758333,0.49
EL30-2008,0.189101042,0.96,0.245502049,0.62
EL30-2009,0.185238571,0.94,0.230249429,0.55
EL30-2010,0.183033005,0.93,0.224079338,0.52
EL30-2011,0.188613749,0.96,0.285946689,0.74
EL30-2012,0.188047254,0.96,0.275151753,0.71
EL30-2013,0.188728492,0.96,0.250330251,0.64
EL30-2014,0.182134507,0.93,0.173970776,0.26
EL30-2015,0.188486001,0.96,0.253806164,0.65
EL41-1986,0.19717157,0.99,0.278710616,0.72
EL41-1987,0.187654764,0.95,0.281214041,0.73
EL41-1988,0.185174269,0.94,0.241792919,0.61
EL41-1989,0.196494588,0.99,0.249673973,0.63
EL41-1990,0.197865346,0.99,0.267545548,0.69
EL41-1991,0.185150705,0.94,0.259192922,0.67
EL41-1992,0.195625141,0.99,0.258841872,0.67
EL41-1993,0.198344357,0.99,0.260182763,0.67
EL41-1994,0.187804772,0.96,0.264082192,0.68
EL41-1995,0.189244908,0.96,0.246600342,0.62
EL41-1996,0.182020799,0.93,0.253561817,0.65
EL41-1997,0.189436804,0.96,0.246914155,0.63
EL41-1998,0.185642388,0.95,0.243499886,0.61
EL41-1999,0.188883804,0.96,0.219433333,0.50
EL41-2000,0.198818115,0.99,0.238002732,0.59
EL41-2001,0.187950082,0.96,0.276651142,0.72
EL41-2002,0.18525276,0.94,0.187169406,0.33
EL41-2003,0.188017567,0.96,0.282296804,0.73
EL41-2004,0.191076195,0.97,0.262089595,0.68
EL41-2005,0.188414967,0.96,0.245210046,0.62
EL41-2006,0.187499416,0.95,0.252030936,0.64
EL41-2007,0.195236061,0.98,0.241868721,0.61
EL41-2008,0.1910314,0.97,0.245084813,0.62
EL41-2009,0.184102194,0.94,0.24255274,0.61
EL41-2010,0.183162266,0.93,0.238499772,0.59
EL41-2011,0.19621136,0.99,0.252180936,0.64
EL41-2012,0.190610073,0.97,0.252940915,0.65
EL41-2013,0.189631473,0.96,0.253751142,0.65
EL41-2014,0.184377503,0.94,0.191505251,0.36
EL41-2015,0.191360597,0.97,0.244515183,0.61
EL42-1986,0.201352578,1.00,0.311841667,0.81
EL42-1987,0.195351561,0.98,0.340582991,0.87
EL42-1988,0.191667461,0.97,0.304822063,0.79
EL42-1989,0.203750986,1.00,0.284735274,0.74
EL42-1990,0.204567592,1.00,0.309226598,0.81
EL42-1991,0.193184993,0.98,0.302360616,0.79
EL42-1992,0.20173415,1.00,0.30045173,0.78
EL42-1993,0.205364337,1.00,0.299460274,0.78
EL42-1994,0.198309976,0.99,0.325622603,0.85
EL42-1995,0.198332775,0.99,0.293084018,0.77
EL42-1996,0.189372379,0.96,0.310301343,0.81
EL42-1997,0.198296864,0.99,0.301345205,0.79
EL42-1998,0.194886689,0.98,0.291126826,0.76
EL42-1999,0.199957863,1.00,0.283755479,0.74
EL42-2000,0.202295495,1.00,0.305937158,0.80
EL42-2001,0.195047679,0.98,0.318894749,0.83
EL42-2002,0.195099515,0.98,0.244604909,0.62
EL42-2003,0.191556034,0.97,0.335448059,0.87
EL42-2004,0.196677166,0.99,0.30679087,0.80
EL42-2005,0.196203614,0.99,0.297544178,0.78
EL42-2006,0.194688887,0.98,0.289716324,0.75
EL42-2007,0.202047756,1.00,0.28493653,0.74
EL42-2008,0.1992586,0.99,0.275902778,0.71
EL42-2009,0.193956469,0.98,0.292447146,0.76
EL42-2010,0.194572143,0.98,0.278281507,0.72
EL42-2011,0.197632666,0.99,0.274790411,0.71
EL42-2012,0.196827014,0.99,0.293833219,0.77
EL42-2013,0.196808767,0.99,0.306172032,0.80
EL42-2014,0.19411751,0.98,0.221784589,0.51
