Category,,,EU_AVG,EU - Max,EU - Min,Austria,Belgium,Bulgaria,Cyprus,Czech_Republic,Germany,Denmark,Estonia,Greece,Spain,Finland,France,Croatia,Hungary,Ireland,Italy,Lithuania,Luxembourg,Latvia,Malta,Netherlands,Poland,Portugal,Romania,Sweden,Slovenia,Slovakia,UK,Switzerland,Norway,Iceland
2018-10,18-Oct,130,110.93,172.99,60.75,90.03,98.21,76.6,169.53,63.65,124.48,77.66,76.63,88.5,95.09,88.76,120.43,89.6,76,157.97,172.99,102.9,69.22,90.39,119.5,79.75,78.1,149.43,81.37,60.75,73.4,108.96,116.22,,66.55,
2018-11,18-Nov,131,111.17,176.58,62.5,90.03,101.13,76.6,176.58,63.65,124.48,77.66,79.84,88.5,94.1,89.48,120.43,89.6,76,157.97,172.99,102.9,69.22,90.38,119.5,81.2,78.1,149.63,81.53,62.5,74.2,108.96,116.22,,70.21,
2018-12,18-Dec,132,111.03,181.76,62.68,90.03,97.83,76.6,181.76,63.65,124.48,77.66,79.77,88.5,94.57,87.74,120.43,89.6,76,159.37,172.99,102.9,69.22,90.34,119.5,81.03,78.1,149.65,81.81,62.68,74.2,108.96,116.22,,73.05,
2019-1,19-Jan,133,117.25,190.17,69.1,92.95,98.68,80.31,161.87,69.94,127.84,69.97,86.02,92.94,101.76,85.63,127.6,91.51,88.86,159.68,190.17,101.73,70.38,90.19,116.97,85.5,90.13,136.41,88.93,69.1,78.69,119.82,117.03,98.94,70.98,
2019-2,19-Feb,134,116.89,189.52,67.37,93,98.72,80.31,148.08,70.37,128.44,70.32,80.29,92.94,97,86.46,127.6,91.51,88.86,159.68,189.52,101.73,70.38,89.94,116.97,86.12,90.33,136,88.93,67.37,78.87,119.82,117.13,,66.04,
2019-3,19-Mar,135,116.59,189.19,65.75,92.95,99.15,80.31,146.84,72.29,128.56,68.14,76.69,92.94,93.81,87.18,127.6,91.51,88.86,160.92,189.19,101.73,70.38,89.76,116.97,85.54,90.33,136,89.12,65.75,78.87,119.82,117.13,,63.18,
2019-4,19-Apr,136,115.84,182.47,64.69,92.95,95.46,80.31,144.1,72.29,129.05,69.69,77.47,92.94,94.58,86.8,127.6,91.51,88.86,164.48,182.47,101.73,70.38,89.87,116.97,84.87,91.58,136,89.12,64.69,78.87,119.82,129.82,,61.97,
2019-5,19-May,137,115.46,181.65,63.83,92.95,95.34,80.31,146.05,72.66,129.29,66.95,77.94,87.18,92.29,86.75,127.6,91.51,88.86,164.48,181.65,101.73,70.38,89.91,116.97,84.57,91.58,136,89.12,63.83,78.84,119.82,129.82,,60.81,
2019-6,19-Jun,138,116.25,181.65,60.86,94.29,95.34,80.31,154.22,72.97,129.41,66.6,79.31,87.18,90.86,86.76,135.17,91.51,88.86,164.48,181.65,101.73,70.38,89.96,116.97,84.72,91.58,135.83,89.12,60.86,78.84,119.82,129.82,,55.65,
2019-7,19-Jul,139,113.43,181.36,57.82,93.89,96.7,81.19,167.98,73.76,126.25,64.32,81.3,89.68,94.93,85.61,123.71,93.58,85.42,161.73,181.36,103.6,72.15,90.69,116.09,84.7,75.39,144.43,92.78,57.82,78.98,122.57,133.42,,53.55,
2019-8,19-Aug,140,113.53,182.5,58.29,94.22,96.96,81.19,158.15,73.76,126.37,64.59,82.09,89.68,91.44,85.61,125.18,93.58,85.42,161.73,182.5,103.6,72.15,90.71,116.09,84.34,75.39,144.25,92.78,58.29,78.98,122.57,133.42,,54.27,
2019-9,19-Sep,141,113.39,181.85,57.75,94.22,96.84,81.19,163.47,73.76,126.48,63.69,82.08,95.23,89.48,86.37,125.18,93.58,85.42,161.73,181.85,103.6,72.15,90.7,116.09,84.46,75.39,144.25,92.78,57.75,79.75,122.57,133.42,,52.34,
2019-10,19-Oct,142,114.11,184.3,58.57,94.22,97.73,81.19,168.23,73.76,126.48,67.01,80.92,95.23,93.02,86.91,125.18,93.58,85.42,161.27,184.3,103.6,72.15,90.65,116.09,84.36,75.39,144.43,92.78,58.57,80.12,122.57,130.6,,55.45,
2019-11,19-Nov,143,114.22,184.78,60.26,94.22,97.93,81.19,172.18,74.83,126.6,67.63,80.18,95.23,91.53,87.32,125.18,93.58,85.42,161.27,184.78,103.6,72.15,90.58,116.09,84.51,75.39,144.43,92.78,60.26,80.01,122.57,130.6,,58.24,
2019-12,19-Dec,144,113.87,185.11,58.83,94.22,97.12,81.19,169.64,75.39,126.84,67.9,75.86,95.23,86.91,87.75,125.18,93.58,85.42,161.27,185.11,103.6,72.15,90.43,116.09,84.24,75.39,144.59,93.41,58.83,81.04,122.57,130.6,,56.41,
