Time step,ITH5PV,ITH5WT,NO03PV,NO03WT,ES42PV,ES42WT,UKC1PV,UKC1WT
472,0.59563,0.218,0.04689,0.893,0.34299,0.114,0.02527,0.161
473,0.67591,0.176,0.06498,0.918,0.46513,0.149,0.11498,0.146
474,0.69277,0.129,0.11768,0.926,0.5439,0.188,0.0326,0.123
475,0.64506,0.087,0.08212,0.933,0.60185,0.202,0.04315,0.1
476,0.52604,0.055,0.00919,0.952,0.60758,0.2,0.04386,0.082
477,0.33699,0.018,0,0.98,0.53669,0.174,0.02137,0.089
478,0,0.024,0,0.992,0.37793,0.15,0,0.107
479,0,0.02,0,1.001,0.16915,0.194,0,0.116
480,0,0.039,0,1.001,0,0.235,0,0.118
481,0,0.021,0,0.993,0,0.285,0,0.116
482,0,0.007,0,0.972,0,0.328,0,0.117
483,0,0.007,0,0.88,0,0.361,0,0.109
484,0,0.002,0,0.789,0,0.381,0,0.096
485,0,0,0,0.656,0,0.396,0,0.081
486,0,0,0,0.565,0,0.386,0,0.073
487,0,0,0,0.513,0,0.383,0,0.073
488,0,0,0,0.477,0,0.402,0,0.075
489,0,0,0,0.506,0,0.41,0,0.083
490,0,0.009,0,0.554,0,0.388,0,0.105
491,0,0.011,0,0.6,0,0.345,0,0.143
492,0,0.013,0,0.682,0,0.285,0,0.182
493,0,0.007,0,0.76,0,0.232,0,0.212
494,0.12772,0.006,0.01213,0.829,0.02924,0.19,0,0.246
495,0.25278,0.002,0.0084,0.851,0.19713,0.178,0.0035,0.293
496,0.29827,0.001,0.03581,0.865,0.26626,0.217,0.0065,0.351
497,0.31804,0.012,0.03438,0.911,0.34872,0.288,0.03314,0.398
498,0.33511,0.02,0.03175,0.945,0.40794,0.423,0.02907,0.438
499,0.33828,0.025,0.04127,0.983,0.436,0.542,0.02448,0.458
500,0.27621,0.029,0.06819,0.996,0.41371,0.66,0.07524,0.482
501,0.22028,0.046,0,0.985,0.33554,0.656,0.01754,0.501
502,0.01229,0.079,0,0.943,0.21923,0.585,0,0.503
503,0,0.105,0,0.904,0.07242,0.651,0,0.514
504,0,0.119,0,0.891,0,0.715,0,0.53
505,0,0.116,0,0.908,0,0.757,0,0.552
506,0,0.112,0,0.933,0,0.78,0,0.575
507,0,0.095,0,0.932,0,0.741,0,0.599
508,0,0.069,0,0.904,0,0.676,0,0.629
509,0,0.058,0,0.879,0,0.612,0,0.658
510,0,0.035,0,0.853,0,0.561,0,0.68
511,0,0.005,0,0.84,0,0.537,0,0.705
512,0,0,0,0.857,0,0.555,0,0.713
513,0,0,0,0.89,0,0.619,0,0.688
514,0,0,0,0.931,0,0.713,0,0.721
515,0,0,0,0.971,0,0.777,0,0.756
516,0,0,0,0.991,0,0.814,0,0.799
517,0,0,0,0.996,0,0.843,0,0.841
518,0.20725,0,0.01497,0.997,0.04072,0.827,0,0.864
519,0.38785,0,0.06627,0.998,0.31974,0.848,0.01827,0.864
520,0.50911,0,0.10526,0.996,0.52668,0.924,0.00956,0.85
521,0.58016,0,0.08089,0.993,0.6623,0.954,0.01816,0.839
522,0.6007,0,0.06605,0.989,0.70359,0.968,0.02196,0.836
523,0.56851,0,0.04625,0.974,0.69117,0.978,0.01523,0.842
524,0.47174,0,0.02877,0.948,0.60566,0.98,0.00929,0.829
525,0.30579,0,0,0.928,0.46856,0.968,0.00567,0.848
526,0.12341,0,0,0.931,0.33175,0.88,0,0.875
527,0,0,0,0.916,0.15086,0.855,0,0.878
528,0,0,0,0.911,0,0.847,0,0.869
529,0,0,0,0.896,0,0.829,0,0.858
530,0,0,0,0.874,0,0.804,0,0.837
531,0,0,0,0.837,0,0.801,0,0.806
532,0,0.001,0,0.795,0,0.816,0,0.784
533,0,0.001,0,0.757,0,0.833,0,0.769
534,0,0,0,0.732,0,0.862,0,0.752
535,0,0,0,0.708,0,0.887,0,0.734
536,0,0,0,0.715,0,0.912,0,0.694
537,0,0,0,0.767,0,0.885,0,0.671
538,0,0,0,0.814,0,0.81,0,0.653
539,0,0,0,0.853,0,0.742,0,0.645
540,0,0,0,0.861,0,0.666,0,0.631
541,0,0,0,0.828,0,0.58,0,0.626
542,0.20115,0,0.01712,0.778,0.04432,0.436,0,0.633
543,0.375,0,0.08444,0.701,0.33718,0.362,0.02148,0.599
544,0.48311,0,0.13279,0.596,0.56523,0.352,0.02247,0.58
545,0.54183,0,0.17819,0.461,0.71236,0.334,0.01485,0.589
546,0.55239,0,0.18217,0.339,0.78588,0.309,0.01907,0.59
547,0.52116,0,0.12066,0.26,0.79213,0.29,0.03696,0.574
548,0.43389,0,0.06534,0.203,0.73227,0.299,0.05221,0.54
549,0.28375,0,0,0.166,0.6036,0.311,0.05176,0.555
550,0.12248,0.001,0,0.137,0.41475,0.265,0.00366,0.579
551,0,0.001,0,0.122,0.17618,0.298,0,0.605
552,0,0.001,0,0.133,0,0.34,0,0.618
553,0,0.001,0,0.139,0,0.355,0,0.613
554,0,0,0,0.136,0,0.343,0,0.602
555,0,0.001,0,0.127,0,0.303,0,0.569
556,0,0.003,0,0.123,0,0.257,0,0.543
557,0,0.006,0,0.114,0,0.229,0,0.541
558,0,0.009,0,0.108,0,0.213,0,0.556
559,0,0.012,0,0.118,0,0.199,0,0.58
560,0,0.012,0,0.145,0,0.18,0,0.588
561,0,0.007,0,0.17,0,0.131,0,0.652
562,0,0.005,0,0.19,0,0.105,0,0.722
563,0,0.007,0,0.203,0,0.093,0,0.786
564,0,0.009,0,0.206,0,0.084,0,0.819
565,0,0.008,0,0.198,0,0.078,0,0.829
566,0.20917,0.001,0.02053,0.186,0.04302,0.054,0,0.81
567,0.39197,0,0.09068,0.168,0.32265,0.069,0.01225,0.781
568,0.51632,0,0.16608,0.142,0.53153,0.105,0.00713,0.728
569,0.59476,0,0.1972,0.122,0.68836,0.136,0.03539,0.687
570,0.61563,0,0.16899,0.125,0.7574,0.163,0.01166,0.671
571,0.59576,0,0.11164,0.136,0.76901,0.187,0.01563,0.649
572,0.49675,0,0.03211,0.136,0.71492,0.215,0.02365,0.659
573,0.32603,0.001,0,0.135,0.5836,0.198,0.08766,0.685
574,0.13269,0.001,0,0.137,0.37626,0.177,0.03189,0.735
575,0,0,0,0.135,0.15768,0.258,0,0.776
576,0,0.01,0,0.131,0,0.339,0,0.794
577,0,0.016,0,0.136,0,0.398,0,0.796
578,0,0.049,0,0.144,0,0.412,0,0.794
579,0,0.08,0,0.14,0,0.462,0,0.8
580,0,0.167,0,0.133,0,0.479,0,0.799
581,0,0.2,0,0.141,0,0.456,0,0.782
582,0,0.237,0,0.175,0,0.429,0,0.761
583,0,0.292,0,0.219,0,0.421,0,0.74
584,0,0.301,0,0.264,0,0.428,0,0.729
585,0,0.37,0,0.236,0,0.376,0,0.722
586,0,0.418,0,0.226,0,0.342,0,0.754
587,0,0.461,0,0.236,0,0.31,0,0.79
588,0,0.48,0,0.245,0,0.276,0,0.817
589,0,0.455,0,0.24,0,0.242,0,0.84
590,0.03936,0.409,0.02701,0.243,0.0492,0.181,0,0.853
591,0.23002,0.385,0.13025,0.322,0.34645,0.148,0.00569,0.858
592,0.15962,0.351,0.2054,0.4,0.55772,0.156,0.0534,0.854
593,0.26616,0.416,0.24282,0.427,0.69047,0.155,0.1102,0.852
594,0.31741,0.403,0.21315,0.458,0.76395,0.155,0.04495,0.836
595,0.32789,0.347,0.14341,0.458,0.77906,0.151,0.06579,0.822
596,0.24712,0.239,0.04192,0.425,0.72992,0.146,0.09436,0.811
597,0.13703,0.196,0,0.352,0.60603,0.123,0.07547,0.844
598,0.06488,0.229,0,0.323,0.42278,0.094,0.14633,0.867
599,0,0.215,0,0.304,0.19916,0.098,0,0.879
600,0,0.184,0,0.242,0,0.099,0,0.888
601,0,0.095,0,0.187,0,0.091,0,0.892
602,0,0.081,0,0.148,0,0.087,0,0.884
603,0,0.085,0,0.107,0,0.103,0,0.867
604,0,0.084,0,0.062,0,0.124,0,0.858
605,0,0.068,0,0.036,0,0.141,0,0.851
606,0,0.053,0,0.023,0,0.151,0,0.837
607,0,0.053,0,0.028,0,0.151,0,0.835
608,0,0.06,0,0.042,0,0.14,0,0.838
609,0,0.047,0,0.046,0,0.096,0,0.854
610,0,0.023,0,0.043,0,0.06,0,0.874
611,0,0.022,0,0.048,0,0.04,0,0.9
612,0,0.039,0,0.058,0,0.025,0,0.919
613,0,0.055,0,0.067,0,0.012,0,0.931
614,0.03346,0.054,0.03213,0.07,0.04616,0.003,0,0.94
615,0.15129,0.078,0.13311,0.058,0.34448,0.001,0.01426,0.941
616,0.25703,0.12,0.21677,0.045,0.55991,0.001,0.01192,0.933
617,0.34922,0.147,0.30876,0.039,0.6918,0.003,0.02772,0.928
618,0.27609,0.187,0.2939,0.037,0.74783,0.017,0.0325,0.939
619,0.21768,0.265,0.18104,0.046,0.75149,0.045,0.02819,0.944
620,0.325,0.255,0.07224,0.051,0.69359,0.074,0.01136,0.953
621,0.20403,0.265,0,0.042,0.56006,0.064,0.0035,0.972
622,0.06409,0.296,0,0.038,0.36652,0.052,0,0.982
623,0,0.247,0,0.04,0.16073,0.061,0,0.988
624,0,0.241,0,0.038,0,0.072,0,0.991
625,0,0.235,0,0.038,0,0.082,0,0.991
626,0,0.234,0,0.06,0,0.098,0,0.986
627,0,0.266,0,0.082,0,0.122,0,0.982
628,0,0.345,0,0.106,0,0.153,0,0.98
629,0,0.443,0,0.131,0,0.175,0,0.977
630,0,0.546,0,0.154,0,0.188,0,0.973
631,0,0.631,0,0.173,0,0.2,0,0.969
632,0,0.686,0,0.176,0,0.218,0,0.962
633,0,0.704,0,0.155,0,0.261,0,0.962
634,0,0.69,0,0.121,0,0.31,0,0.964
635,0,0.661,0,0.101,0,0.336,0,0.966
636,0,0.614,0,0.089,0,0.327,0,0.971
637,0,0.561,0,0.129,0,0.315,0,0.973
638,0.05669,0.501,0.03441,0.178,0.04745,0.258,0,0.975
639,0.12944,0.554,0.04866,0.244,0.32606,0.182,0.01055,0.97
640,0.21877,0.502,0.06141,0.34,0.52225,0.208,0.00794,0.972
641,0.26577,0.449,0.05898,0.442,0.64217,0.351,0.03382,0.991
642,0.3564,0.462,0.05854,0.474,0.65585,0.475,0.04119,0.995
643,0.35469,0.456,0.05569,0.467,0.62113,0.553,0.04282,0.983
644,0.29458,0.423,0.01702,0.499,0.50769,0.574,0.19316,0.957
645,0.27806,0.426,0,0.526,0.35265,0.472,0.0203,0.955
646,0.08111,0.469,0,0.524,0.20463,0.357,0.00594,0.962
647,0,0.518,0,0.498,0.08524,0.379,0,0.962
648,0,0.48,0,0.497,0,0.387,0,0.959
649,0,0.456,0,0.55,0,0.368,0,0.951
650,0,0.456,0,0.638,0,0.342,0,0.943
651,0,0.442,0,0.671,0,0.329,0,0.935
652,0,0.362,0,0.687,0,0.317,0,0.917
653,0,0.288,0,0.772,0,0.297,0,0.895
654,0,0.212,0,0.691,0,0.279,0,0.874
655,0,0.133,0,0.562,0,0.259,0,0.856
656,0,0.084,0,0.405,0,0.257,0,0.841
657,0,0.013,0,0.268,0,0.23,0,0.831
658,0,0.006,0,0.157,0,0.2,0,0.818
659,0,0.001,0,0.088,0,0.176,0,0.813
660,0,0.003,0,0.071,0,0.167,0,0.809
661,0.00643,0.01,0,0.084,0,0.166,0,0.818
662,0.16643,0.021,0.03476,0.145,0.0365,0.163,0,0.827
663,0.31168,0.024,0.04124,0.218,0.26673,0.165,0.02878,0.84
664,0.39559,0.086,0.09019,0.268,0.45384,0.255,0.04036,0.849
665,0.45189,0.101,0.10788,0.328,0.57483,0.367,0.05586,0.858
666,0.45887,0.095,0.09133,0.4,0.62461,0.416,0.02907,0.875
667,0.42567,0.068,0.10299,0.487,0.61962,0.429,0.02509,0.876
668,0.34955,0.028,0.0542,0.588,0.58713,0.425,0.03689,0.868
669,0.22959,0.028,0.00004,0.702,0.47778,0.364,0.03024,0.884
670,0.04858,0.031,0,0.794,0.34272,0.25,0.00758,0.904
671,0,0.037,0,0.851,0.19641,0.257,0,0.913
672,0,0.061,0,0.892,0,0.264,0,0.919
673,0,0.109,0,0.91,0,0.23,0,0.926
674,0,0.168,0,0.915,0,0.194,0,0.93
675,0,0.19,0,0.912,0,0.148,0,0.931
676,0,0.19,0,0.893,0,0.11,0,0.938
677,0,0.148,0,0.869,0,0.091,0,0.949
678,0,0.154,0,0.851,0,0.088,0,0.955
679,0,0.156,0,0.835,0,0.098,0,0.962
680,0,0.154,0,0.833,0,0.105,0,0.965
681,0,0.154,0,0.824,0,0.093,0,0.971
682,0,0.158,0,0.81,0,0.085,0,0.98
683,0,0.172,0,0.753,0,0.082,0,0.987
684,0,0.199,0,0.691,0,0.082,0,0.992
685,0.00404,0.211,0,0.622,0,0.086,0,0.995
686,0.17534,0.228,0.03096,0.544,0.04829,0.068,0,0.997
687,0.32897,0.269,0.14243,0.522,0.31994,0.039,0.00798,0.996
688,0.41726,0.311,0.20157,0.545,0.50414,0.079,0.00668,0.996
689,0.46955,0.318,0.24426,0.519,0.6122,0.146,0.01175,0.994
690,0.46538,0.302,0.22059,0.512,0.64429,0.219,0.0117,0.985
691,0.42294,0.301,0.13563,0.563,0.55681,0.291,0.01114,0.977
692,0.34455,0.318,0.05387,0.52,0.43935,0.357,0.00885,0.93
693,0.22156,0.344,0.00144,0.449,0.3258,0.353,0.00582,0.898
694,0.04137,0.364,0,0.481,0.20543,0.282,0.00764,0.876
695,0,0.38,0,0.536,0.08452,0.338,0,0.846
696,0,0.4,0,0.595,0,0.362,0,0.836
697,0,0.396,0,0.653,0,0.378,0,0.804
698,0,0.361,0,0.683,0,0.406,0,0.777
699,0,0.398,0,0.693,0,0.455,0,0.754
700,0,0.382,0,0.713,0,0.495,0,0.734
701,0,0.357,0,0.752,0,0.511,0,0.719
702,0,0.329,0,0.792,0,0.518,0,0.697
703,0,0.283,0,0.819,0,0.548,0,0.668
704,0,0.237,0,0.832,0,0.599,0,0.63
705,0,0.167,0,0.793,0,0.659,0,0.621
706,0,0.105,0,0.72,0,0.696,0,0.657
707,0,0.063,0,0.632,0,0.715,0,0.707
708,0,0.03,0,0.55,0,0.729,0,0.751
709,0.00287,0.024,0,0.495,0,0.737,0,0.784
710,0.16823,0.036,0.03031,0.463,0.02855,0.725,0,0.807
711,0.31251,0.03,0.11029,0.456,0.11601,0.725,0.02289,0.78
712,0.39276,0.025,0.15379,0.449,0.1214,0.793,0.06857,0.726
713,0.44348,0.01,0.19811,0.411,0.15384,0.855,0.09874,0.676
714,0.44837,0,0.21052,0.431,0.16606,0.888,0.09613,0.635
715,0.40889,0,0.14819,0.46,0.14885,0.911,0.12062,0.62
716,0.3316,0,0.06496,0.548,0.13336,0.907,0.10385,0.628
717,0.21418,0.001,0.00376,0.616,0.10222,0.872,0.0454,0.665
718,0.03733,0.001,0,0.634,0.0907,0.84,0.00775,0.705
719,0,0.007,0,0.632,0.05349,0.861,0,0.735
720,0,0.016,0,0.626,0,0.883,0,0.75
721,0,0.033,0,0.658,0,0.905,0,0.736
722,0,0.038,0,0.79,0,0.904,0,0.676
723,0,0.021,0,0.901,0,0.887,0,0.62
724,0,0.007,0,0.94,0,0.867,0,0.559
725,0,0,0,0.934,0,0.87,0,0.516
726,0,0.001,0,0.938,0,0.9,0,0.492
727,0,0.003,0,0.927,0,0.928,0,0.498
728,0,0,0,0.956,0,0.94,0,0.512
729,0,0,0,0.84,0,0.945,0,0.527
730,0,0,0,0.672,0,0.952,0,0.55
731,0,0,0,0.506,0,0.947,0,0.598
732,0,0.002,0,0.414,0,0.939,0,0.64
733,0.0062,0.005,0,0.323,0,0.92,0,0.662
734,0.12647,0,0.02939,0.223,0.03476,0.894,0,0.683
735,0.19038,0.001,0.15779,0.126,0.18635,0.849,0.01239,0.667
736,0.17901,0.031,0.22517,0.045,0.29389,0.87,0.00665,0.634
737,0.18471,0.023,0.28168,0.014,0.40215,0.91,0.01451,0.596
738,0.19877,0.005,0.24839,0.01,0.47855,0.939,0.01652,0.562
739,0.21221,0,0.19321,0.012,0.47635,0.946,0.01501,0.533
740,0.18058,0,0.0985,0.016,0.41523,0.943,0.01407,0.518
741,0.13519,0,0.00596,0.011,0.31753,0.914,0.00803,0.528
742,0.02884,0,0,0.005,0.23667,0.891,0.00272,0.548
743,0,0,0,0.009,0.13406,0.888,0,0.587
744,0,0,0,0.016,0,0.864,0,0.627
745,0,0,0,0.03,0,0.817,0,0.641
746,0,0,0,0.059,0,0.8,0,0.651
747,0,0,0,0.071,0,0.791,0,0.663
748,0,0,0,0.085,0,0.749,0,0.662
749,0,0,0,0.101,0,0.705,0,0.63
750,0,0,0,0.131,0,0.632,0,0.571
751,0,0,0,0.149,0,0.528,0,0.511
752,0,0,0,0.148,0,0.404,0,0.474
753,0,0,0,0.125,0,0.328,0,0.445
754,0,0,0,0.144,0,0.264,0,0.425
755,0,0,0,0.153,0,0.212,0,0.41
756,0,0,0,0.145,0,0.17,0,0.423
757,0.00533,0,0,0.135,0,0.142,0,0.446
758,0.13126,0,0.02141,0.111,0.04462,0.116,0,0.454
759,0.21133,0,0.15664,0.087,0.29935,0.146,0.0288,0.425
760,0.216,0,0.25115,0.05,0.54275,0.182,0.00842,0.392
761,0.23453,0,0.31288,0.025,0.72696,0.181,0.01192,0.355
762,0.22588,0,0.2769,0.017,0.80226,0.181,0.09989,0.321
763,0.2146,0,0.20004,0.011,0.80637,0.188,0.02866,0.298
764,0.18628,0,0.08731,0.006,0.72932,0.179,0.01456,0.281
765,0.13405,0,0.00834,0.003,0.59856,0.139,0.01292,0.279
766,0.02212,0,0,0.001,0.43027,0.066,0.01045,0.28
767,0,0.005,0,0.001,0.21443,0.042,0,0.291
768,0,0.02,0,0.001,0,0.029,0,0.285
769,0,0.009,0,0.002,0,0.03,0,0.281
770,0,0.004,0,0.004,0,0.031,0,0.27
771,0,0.002,0,0.009,0,0.037,0,0.258
772,0,0.003,0,0.011,0,0.047,0,0.234
773,0,0.003,0,0.021,0,0.065,0,0.209
774,0,0.003,0,0.038,0,0.074,0,0.19
775,0,0.002,0,0.054,0,0.075,0,0.176
776,0,0.004,0,0.071,0,0.074,0,0.172
777,0,0.002,0,0.066,0,0.059,0,0.168
778,0,0.001,0,0.062,0,0.069,0,0.181
779,0,0.001,0,0.06,0,0.083,0,0.203
780,0,0.001,0,0.04,0,0.1,0,0.222
781,0.008,0.001,0,0.031,0,0.111,0,0.228
782,0.03951,0.007,0.01269,0.013,0.06045,0.087,0,0.244
783,0.06932,0.01,0.17588,0,0.36288,0.081,0.01579,0.244
784,0.10016,0.021,0.24513,0,0.5835,0.136,0.00948,0.224
785,0.10629,0.005,0.288,0,0.71517,0.162,0.01566,0.2
786,0.10052,0.007,0.24773,0,0.77107,0.165,0.03817,0.167
787,0.08528,0.004,0.17216,0,0.77256,0.142,0.13668,0.14
788,0.06787,0.013,0.04918,0,0.70533,0.106,0.2219,0.116
789,0.04911,0.055,0.0098,0,0.56021,0.046,0.12927,0.106
790,0.02329,0.11,0,0,0.36197,0.01,0.02286,0.116
791,0,0.14,0,0,0.1499,0.001,0,0.125
792,0,0.138,0,0.005,0,0.001,0,0.124
793,0,0.122,0,0.011,0,0.004,0,0.113
794,0,0.103,0,0.017,0,0.012,0,0.099
795,0,0.064,0,0.019,0,0.018,0,0.078
796,0,0.041,0,0.026,0,0.024,0,0.061
797,0,0.029,0,0.033,0,0.033,0,0.05
798,0,0.019,0,0.047,0,0.047,0,0.046
799,0,0.004,0,0.076,0,0.065,0,0.044
800,0,0.001,0,0.098,0,0.083,0,0.046
801,0,0,0,0.102,0,0.11,0,0.055
802,0,0,0,0.101,0,0.132,0,0.069
803,0,0,0,0.101,0,0.144,0,0.079
804,0,0,0,0.099,0,0.155,0,0.086
805,0.01258,0,0,0.092,0,0.167,0,0.101
806,0.16423,0,0.00679,0.084,0.03866,0.156,0,0.116
807,0.30044,0.001,0.12938,0.087,0.19264,0.13,0.00576,0.122
808,0.39069,0.015,0.16887,0.093,0.30954,0.173,0.00985,0.111
809,0.08448,0.038,0.20655,0.104,0.39319,0.215,0.01428,0.083
810,0.0639,0.031,0.21151,0.116,0.41013,0.237,0.01337,0.061
811,0.04119,0.021,0.10898,0.131,0.37504,0.231,0.01411,0.05
812,0.04041,0.007,0.02745,0.141,0.28813,0.21,0.01422,0.061
813,0.21312,0.005,0.00899,0.115,0.18378,0.145,0.00891,0.089
814,0.07369,0.001,0,0.09,0.13634,0.079,0.00339,0.113
815,0,0.004,0,0.076,0.05895,0.062,0,0.132
816,0,0,0,0.09,0,0.057,0,0.154
817,0,0,0,0.125,0,0.058,0,0.153
818,0,0,0,0.17,0,0.057,0,0.137
819,0,0,0,0.242,0,0.064,0,0.113
820,0,0,0,0.322,0,0.08,0,0.104
821,0,0,0,0.401,0,0.107,0,0.109
822,0,0,0,0.449,0,0.156,0,0.118
823,0,0,0,0.48,0,0.216,0,0.124
824,0,0,0,0.51,0,0.26,0,0.148
825,0,0,0,0.58,0,0.29,0,0.185
826,0,0,0,0.677,0,0.302,0,0.218
827,0,0,0,0.793,0,0.32,0,0.248
828,0,0,0,0.903,0,0.331,0,0.243
829,0.01228,0,0,0.942,0,0.325,0,0.236
830,0.14858,0,0.00699,0.9,0.01883,0.294,0,0.228
831,0.27341,0.003,0.18428,0.855,0.0856,0.281,0.00826,0.239
832,0.3604,0.003,0.26188,0.903,0.11232,0.35,0.00508,0.258
833,0.40654,0.007,0.28252,0.93,0.13773,0.428,0.00959,0.261
834,0.25749,0.008,0.26607,0.964,0.13798,0.454,0.0133,0.259
835,0.22626,0.007,0.16629,0.967,0.14678,0.445,0.01411,0.243
836,0.1432,0.023,0.11418,0.962,0.12947,0.418,0.02495,0.233
837,0.20048,0.027,0.00692,0.944,0.09689,0.37,0.01549,0.231
838,0.07159,0.012,0,0.864,0.06218,0.303,0.0199,0.244
839,0,0.053,0,0.695,0.02686,0.263,0,0.259
840,0,0.064,0,0.519,0,0.233,0,0.235
841,0,0.076,0,0.349,0,0.197,0,0.234
842,0,0.071,0,0.241,0,0.169,0,0.242
843,0,0.069,0,0.202,0,0.162,0,0.261
844,0,0.074,0,0.183,0,0.165,0,0.282
845,0,0.069,0,0.171,0,0.178,0,0.298
846,0,0.046,0,0.157,0,0.183,0,0.299
847,0,0.024,0,0.154,0,0.173,0,0.291
848,0,0.035,0,0.081,0,0.161,0,0.273
849,0,0.039,0,0.054,0,0.141,0,0.263
850,0,0.033,0,0.026,0,0.127,0,0.264
851,0,0.028,0,0.006,0,0.095,0,0.273
852,0,0.019,0,0.004,0,0.072,0,0.291
853,0.01376,0.014,0,0.005,0,0.057,0,0.307
854,0.14342,0.001,0.00481,0.006,0.02012,0.04,0,0.309
855,0.2203,0.002,0.06929,0.01,0.11864,0.036,0.03692,0.335
856,0.29865,0.004,0.1644,0.02,0.18297,0.053,0.06346,0.317
857,0.41463,0.004,0.26376,0.027,0.25138,0.05,0.09624,0.283
858,0.50723,0.006,0.2824,0.037,0.26809,0.034,0.0753,0.265
859,0.37764,0.021,0.21526,0.058,0.26086,0.022,0.09998,0.265
860,0.3109,0.015,0.06775,0.092,0.21959,0.012,0.10602,0.27
861,0.20748,0.005,0.00472,0.142,0.19414,0.007,0.10539,0.248
862,0.07551,0.001,0,0.181,0.19966,0.005,0.06237,0.23
863,0,0.001,0,0.236,0.10804,0.007,0,0.22
864,0,0,0,0.292,0,0.008,0,0.206
865,0,0,0,0.337,0,0.008,0,0.18
866,0,0,0,0.373,0,0.007,0,0.142
867,0,0,0,0.45,0,0.008,0,0.104
868,0,0,0,0.533,0,0.009,0,0.069
869,0,0,0,0.627,0,0.009,0,0.043
870,0,0,0,0.692,0,0.011,0,0.032
871,0,0,0,0.731,0,0.012,0,0.027
872,0,0,0,0.708,0,0.012,0,0.026
873,0,0,0,0.598,0,0.011,0,0.023
874,0,0,0,0.499,0,0.009,0,0.017
875,0,0,0,0.426,0,0.006,0,0.012
876,0,0,0,0.363,0,0.004,0,0.004
877,0.0152,0,0,0.325,0,0.004,0,0
878,0.15298,0,0.00408,0.287,0.045,0.004,0,0
879,0.27677,0,0.12588,0.254,0.19873,0.007,0.01482,0
880,0.3546,0,0.13965,0.221,0.32842,0.011,0.02844,0
881,0.30706,0,0.12727,0.215,0.45875,0.01,0.08591,0
882,0.2856,0,0.09389,0.224,0.57274,0.011,0.17613,0
883,0.30902,0,0.06198,0.232,0.62583,0.008,0.12706,0.001
884,0.32322,0,0.01989,0.241,0.57477,0.002,0.09694,0.004
885,0.21272,0,0.00311,0.242,0.46722,0,0.03464,0.006
886,0.0791,0,0,0.277,0.34443,0,0.02735,0.014
887,0,0,0,0.312,0.14264,0,0,0.032
888,0,0,0,0.353,0,0.001,0,0.055
889,0,0,0,0.419,0,0.001,0,0.083
890,0,0,0,0.507,0,0,0,0.121
891,0,0,0,0.612,0,0,0,0.161
892,0,0,0,0.704,0,0,0,0.204
893,0,0,0,0.77,0,0.001,0,0.25
894,0,0,0,0.804,0,0.001,0,0.31
895,0,0,0,0.832,0,0.001,0,0.369
896,0,0,0,0.863,0,0.001,0,0.434
897,0,0,0,0.91,0,0.001,0,0.469
898,0,0.001,0,0.918,0,0.002,0,0.5
899,0,0.001,0,0.914,0,0.004,0,0.538
900,0,0.001,0,0.893,0,0.007,0,0.576
901,0.0173,0.001,0,0.831,0,0.009,0,0.617
902,0.1676,0.001,0.00854,0.731,0.08858,0.008,0,0.662
903,0.30355,0,0.13034,0.608,0.36988,0,0.0149,0.717
904,0.38491,0,0.17149,0.519,0.5754,0.002,0.04298,0.792
905,0.43599,0.001,0.19289,0.495,0.7096,0.001,0.06963,0.856
906,0.33578,0.02,0.20261,0.499,0.77679,0.001,0.07089,0.891
907,0.34753,0.021,0.14753,0.508,0.7779,0,0.04478,0.9
908,0.34109,0.018,0.04735,0.531,0.71461,0,0.02036,0.892
909,0.25844,0.011,0.00233,0.632,0.59589,0,0.02394,0.887
910,0.08341,0.007,0,0.772,0.42353,0,0.02104,0.884
911,0,0.004,0,0.86,0.18815,0.001,0,0.882
912,0,0.001,0,0.896,0,0.002,0,0.889
913,0,0.001,0,0.896,0,0.001,0,0.957
914,0,0.001,0,0.893,0,0.001,0,0.966
915,0,0,0,0.907,0,0,0,0.973
916,0,0,0,0.927,0,0,0,0.977
917,0,0,0,0.906,0,0,0,0.979
918,0,0,0,0.859,0,0,0,0.977
919,0,0.006,0,0.833,0,0.001,0,0.968
920,0,0.003,0,0.805,0,0.001,0,0.951
921,0,0,0,0.716,0,0.004,0,0.936
922,0,0,0,0.563,0,0.009,0,0.919
923,0,0,0,0.407,0,0.014,0,0.89
924,0,0,0,0.312,0,0.022,0,0.851
925,0.0196,0,0,0.296,0,0.033,0,0.807
926,0.18561,0,0.05415,0.432,0.09216,0.03,0,0.771
927,0.32954,0,0.19223,0.61,0.37047,0.01,0.00968,0.732
928,0.41647,0,0.23347,0.786,0.57653,0.017,0.02077,0.688
929,0.46551,0,0.15157,0.856,0.70677,0.02,0.02951,0.624
930,0.39227,0,0.11766,0.892,0.77086,0.018,0.03984,0.551
931,0.39978,0,0.05705,0.914,0.77309,0.013,0.02388,0.481
932,0.36575,0,0.02845,0.928,0.71653,0.007,0.03421,0.395
933,0.24051,0,0.00361,0.943,0.60167,0.002,0.02146,0.32
934,0.08954,0,0,0.91,0.42752,0.002,0.01042,0.269
935,0,0,0,0.842,0.18705,0.02,0,0.244
936,0,0.005,0,0.701,0,0.043,0,0.236
937,0,0.013,0,0.522,0,0.059,0,0.207
938,0,0.003,0,0.371,0,0.065,0,0.18
939,0,0,0,0.294,0,0.047,0,0.169
940,0,0,0,0.27,0,0.032,0,0.137
941,0,0,0,0.297,0,0.022,0,0.105
942,0,0,0,0.374,0,0.019,0,0.081
