Input_parameters,NL34,NL42,BE21,ITH5,UKD6,UKE1,ES61,BE32,UKC1,AT31,DEB3,DEA1,DEE0,DEF0,NO03,CH01,PL61,PL52,FRD2,FRD2,EL51,FR10,FRF1,ES42,PL21,ES24,PL81,SK02,PL42,BG33,CZ04,LT02,HU21,RO12,RO31,RO31,BG42,HU31,EU_High_capacity,EU_Low_capacity,EU_Median_capacity,EU_Solar_dominated,EU_Wind_dominated
land_price,6.65,5.85,5.57,3.54,2.59,2.49,2.47,2.47,2.3,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.11,0.96,0.9,0.9,0.82,0.77,0.72,0.71,0.66,0.63,0.61,0.61,0.58,0.57,0.54,0.4,0.37,0.32,0.32,0.32,0.25,0.24,1.78,1.78,1.78,1.78,1.78
